,overall,style,reviewText,summary
321,4,{'Format:': ' Blu-ray'},"['recently', 'sent', 'set', 'christmas', 'specials', 'exchange', 'review', 'never', 'seen', 'one', 'stop', 'motion', 'classic', 'santa', 'claus', 'comin', 'town', 'nope', 'never', 'even', 'heard', 'found', 'pretty', 'fun', 'special', 'opens', 'run', 'mail', 'man', 'voiced', 'fred', 'astaire', 'delivering', 'letters', 'santa', 'decides', 'tell', 'us', 'santa', 'starts', 'many', 'years', 'ago', 'baby', 'left', 'care', 'burgermeister', 'meisterburger', 'paul', 'frees', 'mean', 'guy', 'burgermeister', 'throws', 'baby', 'winds', 'care', 'family', 'elves', 'named', 'kringle', 'happen', 'toy', 'makers', 'baby', 'grows', 'man', 'named', 'kris', 'mickey', 'rooney', 'decides', 'deliver', 'toys', 'family', 'makes', 'share', 'joy', 'kids', 'everywhere', 'returns', 'home', 'village', 'finds', 'burgermeister', 'meisterburger', 'outlawed', 'toys', 'result', 'defying', 'ban', 'kris', 'becomes', 'wanted', 'fugitive', 'find', 'way', 'bring', 'joy', 'kids', 'village', 'winter', 'warlock', 'keenan', 'wynn', 'lives', 'kringles', 'village', 'honest', 'expecting', 'much', 'special', 'quite', 'sure', 'maybe', 'low', 'expectations', 'one', 'surprised', 'much', 'actually', 'got', 'quite', 'caught', 'story', 'even', 'though', 'figured', 'early', 'characters', 'great', 'kris', 'adopted', 'family', 'love', 'interest', 'jessica', 'robie', 'lester', 'good', 'side', 'villain', 'love', 'hate', 'burgermeister', 'meisterburger', 'big', 'fan', 'stop', 'motion', 'animation', 'looks', 'jerky', 'time', 'certainly', 'case', 'actually', 'found', 'charming', 'maybe', 'softening', 'old', 'age', 'one', 'drawback', 'short', 'music', 'outside', 'title', 'song', 'fred', 'astaire', 'sings', 'well', 'songs', 'unfamiliar', 'frankly', 'add', 'much', 'fact', 'found', 'wanting', 'fast', 'forward', 'get', 'back', 'story', 'helping', 'dated', 'musical', 'segments', 'special', 'released', '1970', 'shows', 'got', 'definite', 'flower', 'power', 'vibe', 'animation', 'songs', 'couple', 'times', 'felt', 'bit', 'crept', 'story', 'might', 'also', 'describe', 'psychedelic', 'roommate', 'found', 'aspect', 'even', 'annoying', 'mostly', 'able', 'ignore', 'get', 'lost', 'story', 'kids', 'target', 'audience', 'notice', 'dated', 'fact', 'find', '50', 'minutes', 'quickly', 'santa', 'claus', 'comin', 'town', 'plenty', 'charm', 'entertain', 'years', 'come']",Have Questions about Santa?  Get the Answers Here
326,3,{'Format:': ' DVD'},"['like', 'explains', 'christmas', 'traditions', 'came', 'together', 'greatest', 'christmas', 'special', 'childhood', 'never', 'thought', 'bad', 'like', 'idea', 'burgermeister', 'meisterburger', 'outlawing', 'toys', 'love', 'toys', 'quite', 'like', 'idea', 'sort', 'issue', 'toy', 'story', 'still', 'good', 'special']","Historic, classic, but not the greatest Christmas special."
327,3,{'Format:': ' DVD'},"['thrilled', 'show', 'kid', 'guess', 'still', 'lacks', 'excitement', 'warmth', 'rankin', 'bass', 'shows', '60s', 'ok', 'though']",Not The Best of Rankin Bass
328,4,{'Format:': ' DVD'},"['could', 'never', 'remember', 'title', 'show', 'growing', 'although', 'always', 'loved', 'would', 'meaningful', 'call', 'santa', 'story', 'something', 'questions', 'santa', 'story', 'answered']",should've called it the santa story
329,4,{'Format:': ' VHS Tape'},"['love', 'rankin', 'bass', 'classics', '60s', '70s', 'get', 'classic', 'old', 'hollywood', 'broadway', 'stars', 'provide', 'voice', 'talents', 'lends', 'certain', 'seriousness', 'occasion', 'fred', 'astaire', 'narrating', 'singing', 'couple', 'songs', '1970', 'stop', 'motion', 'retelling', 'origins', 'santa', 'claus', 'fred', 'mailman', 'delivering', 'letters', 'kids', 'santa', 'stops', 'answer', 'questions', 'charming', 'opening', 'credits', 'sequence', 'quotes', 'musical', 'themes', '50', 'minute', 'tv', 'special', 'first', 'broadcast', '5', 'santa', 'orphan', 'left', 'doorstep', 'mean', 'burgermeister', 'meisterburger', 'still', 'love', 'name', 'sombretown', 'ok', 'little', 'corny', 'merely', 'word', 'claus', 'chain', 'around', 'neck', 'burgermeister', 'mean', 'old', 'dude', 'want', 'mysterious', 'fortuitous', 'circumstances', 'ends', 'kringle', 'elves', 'mountains', 'whispering', 'winds', 'grows', 'learning', 'make', 'toys', 'befriends', 'animals', 'forest', 'goes', 'back', 'sombretown', 'give', 'toys', 'kids', 'met', 'burgermeister', 'opposition', 'along', 'way', 'reasons', 'red', 'suit', 'flying', 'reindeer', 'belly', 'laugh', 'etc', 'explained', 'voices', 'kids', 'breaking', 'astaire', 'narration', 'times', 'ask', 'verify', 'fact', 'happened', 'kinda', 'cool', 'even', 'adult', 'along', 'rudolph', 'red', 'nosed', 'reindeer', 'favorite', 'holiday', 'special', 'kid', 'though', 'faded', 'somewhat', 'years', 'guess', 'remember', 'romance', 'santa', 'schoolteacher', 'jessica', 'mrs', 'claus', 'eventually', 'course', 'mawkish', 'sappy', 'forgotten', 'fairly', 'dreadful', 'world', 'beginning', 'today', 'full', 'cool', '60s', 'hippie', 'flower', 'people', 'imagery', 'early', 'parts', 'story', 'really', 'fairly', 'dark', 'bleak', 'interesting', 'though', 'burgermeister', 'moment', 'harks', 'back', 'childhood', 'never', 'reforms', 'leave', 'still', 'villainous', 'like', 'potter', 'wonderful', 'life', 'story', 'original', 'film', 'think', 'seems', 'bit', 'influenced', 'l', 'frank', 'baum', 'life', 'adventures', 'santa', 'claus', 'pagan', 'natural', 'nature', 'santa', 'see', 'early', 'end', 'specifically', 'christian', 'element', 'enters', 'picture', 'apart', 'love', 'song', 'already', 'mentioned', 'rest', 'music', 'pretty', 'good', 'put', 'one', 'foot', 'front', 'probably', 'memorable', 'still', 'gives', 'lump', 'throat', 'addition', 'astaire', 'voice', 'talents', 'include', 'keenan', 'wynn', 'winter', 'magician', 'rules', 'mountains', 'tries', 'stop', 'claus', 'quickly', 'befriended', 'professional', 'voice', 'actor', 'paul', 'frees', 'burgermeister', 'others', 'mickey', 'rooney', 'kringle', 'santa', 'claus', 'role', 'would', 'repeat', 'year', 'without', 'santa', 'claus', 'solid', 'especially', 'wynn', 'underrated', 'actor', 'great', 'vocal', 'talent', 'overall', 'definitely', 'fun', 'remembered', 'last', 'viewing', 'probably', 'decade', 'ago', 'though', 'rudolph', 'suspect', 'always', 'rule', 'inner', 'child', 'heart']",Rankin/Bass classic is near the top of their game
330,4,{'Format:': ' DVD'},"['enjoyable', 'telling', 'santa', 'claus', 'became', 'today', 'keep', 'mind', 'story', 'completely', 'fabricated', 'minds', 'rankin', 'bass', 'real', 'history', 'myth', 'santa', 'claus', 'evolved', 'mind', 'quite', 'inventive', 'get', 'red', 'suit', 'go', 'chimney', 'reindeer', 'ho', 'ho', 'ho', 'questions', 'others', 'answered', 'young', 'boy', 'grows', 'manhood', 'despotic', 'mayor', 'forbids', 'toys', 'every', 'kind', 'town', 'quite', 'storytelling', 'level', 'rudolph', 'red', 'nosed', 'reindeer', 'done', 'well', 'enough']",Be Good For Goodness Sake
331,3,{'Format:': ' DVD'},"['loved', 'kid', 'figured', 'get', 'kids', 'liked', 'despite', 'hilariously', 'hokey', 'special', 'effects', 'hokey', 'gave', '3', 'stars', 'christmas', 'specials', 'worst', 'believe', 'sit', 'lap', 'song', 'really', 'strange', 'creep', 'comes', 'town', 'trades', 'kisses', 'lap', 'sitting', 'toys', 'arrested', 'alone', 'way', 'tied', 'everything', 'song', 'really', 'irritating', 'plus', 'young', 'man', 'old', 'man', 'voice', 'annoying']",Hilarious. Should be MST3k'd
332,3,{'Format:': ' DVD'},"['kids', 'know', 'characters', 'heck', 'love', 'maybe', 'maybe', 'kid', 'want', 'see', 'work', 'guys']",Santa Claus is coming to town
333,4,{'Format:': ' Paperback'},"['concluded', 'church', 'small', 'group', 'using', 'video', 'book', 'class', 'members', 'thought', 'well', 'done', 'advised', 'group', 'quirkiness', 'based', 'amazon', 'reviews', 'dampen', 'group', 'response', 'videos', 'us', 'thought', 'well', 'done', 'infomrative', 'agreed', 'better', 'presented', 'others', 'videos', 'number', '2', '6', 'stand', 'quite', 'exceptional', 'overall', 'every', 'one', 'segments', 'merit', 'viewer', 'must', 'get', 'used', 'format', 'videos', 'starts', 'host', 'appearing', 'soewhere', 'holy', 'land', 'transition', 'biblical', 'scholar', 'based', 'somewhere', 'us', 'host', 'appears', 'couple', 'minutes', 'start', 'lesson', 'plasy', 'role', 'break', 'away', 'host', 'theme', 'music', 'runs', 'beginning', 'something', 'new', 'second', 'set', 'theme', 'music', 'video', 'cite', 'biblical', 'reference', 'transition', 'presenter', 'seems', 'bit', 'odd', 'really', 'detract', 'overall', 'presentation', 'recommend', 'bible', 'study', 'class', 'church', 'offered', 'adult', 'education', 'opportunity', 'learned', 'considering', 'uses', 'believe', 'many', 'options', 'general', 'church', 'education', 'class', 'ended', 'people', 'left', 'wanting', 'since', 'many', 'parables', 'consider', 'perhaps', 'volume', 'two', 'forthcoming']",Parables of Jesus
335,1,{'Format:': ' DVD'},"['regret', 'buying', 'movie', 'called', 'arthur', 'perfect', 'christmas', 'kids', 'spend', 'little', 'time', 'christmas', 'time', 'trying', 'convince', 'us', 'religions', 'worth', 'avoid', 'costs']",Arthur's Politically Correct Garbage!
336,4,{'Format:': ' DVD'},"['grandkids', 'love', 'arthur', 'christmas', 'natural', 'order']",Fun stuff for the family
337,4,{'Format:': ' Amazon Video'},"['good', 'children', 'learning', 'read']",Satified
338,1,{'Format:': ' Amazon Video'},"['watching', 'arthur', '16', 'years', 'started', 'child', 'toddler', 'still', 'watch', 'movie', 'great', 'voices', 'characters', 'v', 'show', 'songs', 'blah', 'continue', 'watching', 'show', 'never', 'movie']",Arthur's Perfect Christmas
342,4,{'Format:': ' Amazon Video'},"['fun', 'watch', 'reminds', 'childhood', 'everytime', 'watch', 'arthur']",Like a normal Arthur episode
343,1,{'Format:': ' Amazon Video'},"['speak', 'rudely', 'something', 'want', 'children', 'learn']",One Star
345,4,{'Format:': ' Amazon Video'},"['7', 'year', 'old', 'granddaughter', 'loved', 'entertaining', 'enough', 'adults', 'watch', 'kids', 'lots', 'music', 'good', 'humor']",My 7 year old granddaughter loved this. It's entertaining enough for adults to
346,1,{'Format:': ' Amazon Video'},"['disappointed', 'normally', 'love', 'arthur', 'movies', 'title', 'one', 'base', 'called', 'stressful', 'winter', 'celebrations', 'make', 'blend', 'christmas', 'movie', 'stick', 'topic', 'let', 'us', 'know', 'traditions', 'customs', 'sounded', 'like', 'let', 'make', 'christmas', 'big', 'deal', 'theme', 'would', 'love', 'heard', 'spirit', 'christmas', 'really', 'celebrate', 'really', 'makes', 'perfect', 'politically', 'correct', 'downplay', 'christmas', 'pull', 'holidays', 'retired', 'teacher', 'always', 'enjoyed', 'teaching', 'winter', 'holidays', 'one', 'got', 'presentation', 'including', 'christmas']",We were disappointed. Normally we love the Arthur movies
347,4,{'Format:': ' Amazon Video'},"['watched', '5yrs', 'old', 'daughter', 'happy', 'noticed', 'holiday', 'traditions']",Brings awareness for other holiday traditions
348,1,{'Format:': ' Amazon Video'},"['substance', 'waters', 'true', 'meaning', 'christmas', 'actually', 'spends', 'time', 'explaining', 'jewish', 'holiday', 'christian', 'holiday', 'moment', 'character', 'mother', 'really', 'know', 'celebrating', 'christmas', 'decide', 'make', 'holiday']","no substance, waters down the true meaning of Christmas-Actually ..."
349,3,{'Format:': ' Amazon Video'},"['granddaughter', 'watched', 'unlike', 'movies', 'really', 'likes', 'care', 'watch']",Three Stars
350,4,{'Format:': ' Amazon Video'},"['pretty', 'cute', 'good', 'message', 'grandkids', 'liked']",Four Stars
351,1,{'Format:': ' DVD'},"['fan', 'thought', 'would', 'like', 'younger', 'sister', 'character', 'awful', 'also', 'impressed', 'commercialism', 'represented', 'bother', 'one', 'wish']",Not good enough for my kids!
352,4,{'Format:': ' Amazon Video'},"['love', 'christmas', 'specials', 'try', 'watch', 'great', 'one', 'younger', 'children', 'us', 'young', 'heart']",Fun filled for younger children!!
353,4,{'Format:': ' Amazon Video'},"['seven', 'year', 'old', 'grandson', 'really', 'spongebob', 'sam', 'cat', 'rabbit', 'invasion', 'shocked', 'christmas', 'video', 'wanted', 'watch', 'thoroughly', 'enjoyed']",Couldn't believe how much my 7 year old grandson loved this.
354,4,{'Format:': ' Amazon Video'},"['3', '1', '2', 'year', 'old', 'granddaughter', 'loves', 'arthur', 'typical', 'arthur', 'movie', 'enjoys', 'since', 'christmas', 'coming', 'soon', 'particularly', 'enjoyed', 'one']",Very cute movie
355,4,{'Format:': ' Amazon Video'},"['think', 'originally', 'saw', 'tv', 'one', 'christmas', 'years', 'ago', 'cable', 'provider', 'listed', 'holiday', 'shows', 'kids', 'section', 'season', 'found', 'one', 'year', 'got', 'family', 'together', 'watched', 'ended', 'purchasing', 'dvd', 'since', 'following', 'christmas', 'prime', 'time', 'anyway', 'review', 'show', 'couple', 'musical', 'numbers', 'normal', 'feature', 'kid', 'series', 'cute', 'provide', 'nice', 'touch', 'usual', 'cast', 'characters', 'learn', 'little', 'holiday', 'celebrations', 'every', 'holiday', 'covered', 'become', 'norm', 'many', 'christmas', 'shows', 'making', 'sure', 'one', 'feels', 'left', 'learn', 'little', 'bit', 'holidays', 'throughout', 'vignette', 'storyline', 'sadly', 'keep', 'christmas', 'focused', 'commercial', 'end', 'touch', 'upon', 'sacred', 'core', 'christ', 'birth', 'distracting', 'forced', 'arthur', 'dad', 'insert', 'nod', 'biblical', 'times', 'decides', 'ditch', 'usual', 'turkey', 'taters', 'first', 'century', 'foods', 'neither', 'holiday', 'celebrations', 'forced', 'storyline', 'flow', 'naturally', 'overall', 'whole', 'show', 'highlights', 'themes', 'sacrifice', 'friendship', 'love', 'togetherness', 'etc', 'marc', 'brown', 'characters', 'true', 'life', 'fine', 'job', 'mirror', 'kids', 'act', 'real', 'world', 'reactions', 'provide', 'lots', 'opportunities', 'talk', 'kids', 'happening', 'show', 'least', 'watch', 'shows', 'final', 'analysis', 'enjoyable', 'holiday', 'fare', 'fun', 'whole', 'family']",You'll learn some new things about each character and have lots to talk about with your kids
356,4,{'Format:': ' Amazon Video'},"['little', 'one', 'always', 'enjoyed', 'watching', 'arthur', 'came', 'across', 'arthur', 'perfect', 'christmas', 'watch', 'really', 'enjoy', 'able', 'watch', 'amazon', 'prime', 'shows', 'ipad']",Great!
357,4,{'Format:': ' DVD'},"['bought', 'daughter', 'really', 'likes', 'saw', 'prior', 'purchase', 'new', 'would', 'hit']",Great for children
358,4,{'Format:': ' Amazon Video'},"['choose', 'rating', 'authur', 'wholesome', 'cartoon', 'generation', 'children', 'reason', 'receive', '5', 'stars', 'voices', 'different', 'one', 'changing', 'character', 'voices', 'although', 'realize', 'authur', 'stay', 'eight', 'years', 'old', 'forever', 'like', 'focus', 'everyday', 'life', 'little', 'boy', 'dealing', 'growing', 'pains', 'lol', 'would', 'recommend', 'however', 'depend', 'episode', 'put', 'christmas', 'spirit', 'alone']",Not the same..
359,3,{'Format:': ' Amazon Video'},"['looking', 'something', 'watch', 'kids', '3', '7', 'threw', 'dart', 'free', 'amazon', 'prime', 'kids', 'videos', 'watched', 'reasonably', 'enjoyable', 'much', 'quite', 'story', 'lines', 'going', 'buster', 'mom', 'emotional', 'issues', 'christmas', 'arthur', 'search', 'perfect', 'christmas', 'present', 'mom', 'dw', 'anxiety', 'whether', 'get', 'really', 'wants', 'santa', 'etc', 'really', 'focused', 'enough', 'command', 'much', 'identity', 'hard', 'capture', 'much', 'magic', 'many', 'varied', 'story', 'lines', 'shifting', 'back', 'forth', 'biggest', 'complaint', 'forced', 'multicultural', 'element', 'surprising', 'since', 'pbs', 'program', 'felt', 'educational', 'preachy', 'covering', 'faith', 'bases', 'prefer', 'make', 'unique', 'holiday', 'shows', 'hanukkah', 'kwanza', 'instead', 'forcing', 'politically', 'correct', 'gamut', 'expense', 'engaging', 'story', 'imagine', 'kids', 'fans', 'arthur', 'enjoy', 'one', 'fine', 'nothing', 'especially', 'wrong', 'also', 'nothing', 'especially', 'memorable', 'either', 'worth', 'rental', 'best']",Okay but Not Destined to Be a Classic
360,2,{'Format:': ' Amazon Video'},"['kids', 'young', 'age', '4', 'get', 'plus', 'enjoy', 'movies', 'christmas', 'really', 'politically', 'correct']",Didn't get into it
362,3,{'Format:': ' DVD'},"['really', 'high', 'hopes', 'reading', 'reviews', 'however', 'seen', 'improvement', 'using', 'months', 'giving', '3', 'stars', 'since', 'things', 'getting', 'worse', 'either', 'plan', 'continue', 'use', 'dvd', 'since', 'seeing', 'worsening', 'symptoms', 'even', 'though', 'remain', 'active', 'lift', 'carry', '3', 'year', 'old', 'weighs', '33', 'lbs']",was really hoping for more results
363,3,{'Format:': ' DVD'},"['ok', 'easy', 'follow', 'noticed', 'big', 'difference']",Hoping for more
364,3,{'Format:': ' DVD'},['could'],Three Stars
365,3,{'Format:': ' DVD'},"['still', 'watching', 'kagels', 'think', '57', 'started', 'symptoms', 'menopause', 'understand', 'one', 'child', 'c', 'section', 'carried', 'low', 'whole', 'time', 'could', 'never', 'go', 'bathroom', 'still', '4', '11', 'always', 'small', 'weight', 'yo', 'yo', 'life', '90', '110', 'gained', '50', 'pounds', 'pregnant', 'mostly', 'water', 'gd', 'pregnancy', 'strict', 'diet', 'think', 'caused', 'problems', 'running', 'years', 'weights', 'exercising', 'recommend', 'women', 'wear', 'support', 'belt', 'pregnant', 'one', 'ever', 'told', 'could', 'happen', 'body', 'dr', 'said', 'shocked', 'far', 'refused', 'surgery', 'helped', 'two', 'green', 'drinks', 'every', 'day', 'plus', '3', 'fiber', 'mate', 'tablets', 'use', 'bench', 'feet', 'bathroom', 'never', 'let', 'get', 'constipated', 'breath', 'go', 'bathroom', 'force', 'never', 'thought', 'would', 'write', 'hate', 'reading', 'happened', 'hundreds', 'women', 'surgery', 'would', 'never', 'also', 'use', 'bio', 'hormones', 'afraid', 'estrogen', 'cream', 'use', 'occasionally', 'want', 'cancer', 'running', 'weights', 'heavy', 'lifting', 'walk', 'elyptical', 'afraid', 'sex', 'give', 'husband', 'divorce', 'need', 'lose', 'ten', 'fifteen', 'pounds', 'able', 'whole', 'life', 'could', 'lose', 'weight', 'running', 'weights', 'fasting', 'try', 'video', 'reading', 'reviews', 'still', 'depressed', 'future', 'frikin', 'nightmare', 'leak', 'pain', 'etc', 'one', 'women', 'doctor', 'said', 'dont', 'surgery', 'worse', 'lives', 'flu', 'days', 'throwing', 'days', 'caused', 'severe', 'lower', 'back', 'pain', 'bleeding', 'feels', 'like', 'urinate', 'wrong', 'place', 'going', 'keep', 'reading', 'people', 'mesh', 'stories', 'see', 'giving', 'nightmare', 'god', 'bless', 'women', 'tell', 'young', 'women', 'exercises', 'life', 'wear', 'support', 'belt', 'pregnant', 'wish', 'someone', 'would', 'told', 'another', 'thought', 'moms', 'carried', 'daughter', 'around', 'time', 'dad', 'legs', 'rapped', 'around', 'waste', 'hips', 'probably', 'five', 'muscular', 'child', 'fat', 'big', 'boned', 'heavy', 'frame', 'muscle', 'think', 'pressure', 'holding', 'like', 'lot', 'might', 'contributed', 'big', 'time', 'stupid', 'never', 'thought', 'holding', 'would', 'hurt', 'god', 'bless', 'sincerely']",Don't know yet
366,3,{'Format:': ' DVD'},"['well', 'exercises', 'helpful', 'found', 'others', 'like', 'portable', 'means', 'anything']",Helpful
367,3,{'Format:': ' DVD'},"['dvd', 'fun', 'best', 'star', 'wars', 'satires', 'seen', 'certainly', 'focuses', 'george', 'lucas', 'universe', 'done', 'tone', 'shakespeare', 'love', 'movie', 'cute', 'moments', 'star', 'wars', 'inuendos', 'clever', 'diaglogue', 'performances', 'good', 'cute', 'die', 'hard', 'star', 'wars', 'fan', 'must', 'warned', 'short']",George Must Have Enjoyed This Himself.
368,3,{'Format:': ' VHS Tape'},"['co', 'worker', 'huge', 'star', 'wars', 'fan', 'breathlessly', 'brought', 'video', 'work', 'borrow', 'great', 'promised', 'eh', 'friends', 'made', 'effective', 'nine', 'minute', 'movies', 'hard', 'understand', 'film', 'sells', 'well', 'endless', 'supply', 'mythology', 'devotees', 'star', 'wars', 'movie', 'exposes', 'skillfully', 'least', 'blatantly', 'called', 'inspiration', 'shots', 'really', 'work', 'well', 'obi', 'wan', 'jabba', 'work', 'subtle', 'darth', 'vader', 'r2d2', 'c3po', 'ones', 'stretch', 'believability', 'know', 'weirdos', 'university', 'time', 'caricatures', 'try', 'little', 'hard', 'written', 'writing', 'make', 'sense', 'trying', 'give', 'movie', 'away', 'really', 'good', 'filmmakers', 'remember', 'nussbaum', 'still', 'new', 'pander', 'obvious', 'ways', 'still', 'acting', 'good', 'reasonably', 'well', 'made', 'nine', 'minutes', 'long', 'dwell', 'shortcomings', 'anyway', 'bad', 'purchase', 'star', 'wars', 'freaks']",It won't blow your mind.
